S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
3056,Maruti Swift VDI Optional,Lilongwe,2036,38000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.95
3057,Renault Pulse RxL,Dodoma,2033,71491,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5,,4.95
3058,Volkswagen Polo 1.2 MPI Highline,Kigali,2035,46354,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,5,,5.49
3059,BMW 3 Series 320d Luxury Line,Nairobi,2039,87000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,52.46 River,6.67
3060,Skoda Rapid 1.6 MPI Active,Durban,2035,20765,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5,,6.25
3061,Hyundai Santro GS,Durban,2025,58000,Petrol,Manual,Second,0.0 kmpl,999 CC,null bhp,5,,1.51
3062,Audi Q7 3.0 TDI Quattro Premium Plus,Harare,2034,51076,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,34.88
3063,Maruti Ciaz VDi Plus,Arusha,2036,84085,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,6.9
3064,Honda City i DTEC VX,Lusaka,2034,55000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,,5.99
3065,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Johannesburg,2030,73000,Petrol,Automatic,First,10.93 kmpl,3498 CC,272 bhp,5,,10.4
3066,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Maputo,2032,50001,Diesel,Automatic,First,14.57 kmpl,2967 CC,241.38 bhp,5,,29
3067,Mahindra Xylo H4,Harare,2036,93166,Diesel,Manual,Second,14.02 kmpl,2179 CC,118.3 bhp,7,11.67 River,5.85
3068,Honda City 1.5 EXI AT,Gaborone,2026,99583,Petrol,Automatic,Third,12.0 kmpl,1493 CC,100 bhp,5,,2.21
3069,Maruti SX4 ZXI MT BSIV,Johannesburg,2030,72000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,2.4
3070,Toyota Corolla Altis G,Maputo,2029,70000,Petrol,Manual,Third,14.53 kmpl,1798 CC,138.1 bhp,5,,3
3071,Volkswagen Vento Petrol Highline AT,Maputo,2032,61000,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5,,3.75
3072,Hyundai EON Era Plus,Maputo,2035,66510,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.95
3073,Skoda Laura Ambition 2.0 TDI CR MT,Dodoma,2031,84062,Diesel,Manual,First,20.0 kmpl,1968 CC,108.5 bhp,5,,5.8
3074,Maruti Swift VDI,Dodoma,2032,80799,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.9
3075,Toyota Corolla Altis 1.8 VL CVT,Lusaka,2038,5000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,22.37 River,16.95
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,Dodoma,2033,92000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,,12.5
3077,Tata Tiago Wizz 1.05 Revotorq,Dodoma,2037,53000,Diesel,Manual,First,27.28 kmpl,1047 CC,69 bhp,5,,5
3078,Skoda Rapid 1.6 MPI Ambition,Johannesburg,2035,39822,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,5,12.02 River,4.68
3079,Ford Endeavour 3.2 Titanium AT 4X4,Johannesburg,2036,29000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,,29.8
3080,Renault KWID RXL,Gaborone,2037,24214,Petrol,Manual,Second,25.17 kmpl,799 CC,53.3 bhp,5,3.95 River,3.46
3081,Hyundai i20 1.4 Asta CRDi with AVN,Maputo,2032,75000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4
3082,Skoda Laura Ambiente,Lilongwe,2032,77216,Diesel,Manual,Second,17.5 kmpl,1896 CC,106 bhp,5,,4.5
3083,Toyota Corolla Altis Diesel D4DG,Gaborone,2033,74290,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,,5.87
3084,Mahindra Scorpio S8 8 Seater,Nairobi,2035,61000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,8,,9.5
3085,Audi Q5 2.0 TDI Premium Plus,Lilongwe,2033,44000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,,32.5
3086,Chevrolet Enjoy TCDi LS 8 Seater,Harare,2034,74041,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,8,,3.88
3087,BMW 3 Series 320d,Harare,2033,85846,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,48.79 River,13.08
3088,Nissan Sunny 2011-2014 Diesel XV,Nairobi,2032,52000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,,3.5
3089,Honda Accord 2.4 MT,Johannesburg,2030,47000,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5,,3.5
3090,Hyundai Verna CRDi,Kigali,2030,72010,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,,4.45
3091,Maruti Omni E MPI STD BS IV,Arusha,2035,15000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8,,2.35
3092,Honda City i VTEC SV,Lusaka,2035,480000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,5
3093,Audi A7 2011-2015 Sportback,Lusaka,2032,24720,Diesel,Automatic,Second,0.0 kmpl,2967 CC,241.4 bhp,5,,28
3094,Ford Fiesta 1.4 ZXi Leather,Lilongwe,2027,75000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5,,2
3095,Hyundai i20 1.4 Asta,Johannesburg,2035,57000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,6.35
3096,Mercedes-Benz E-Class E250 CDI Avantgrade,Gaborone,2035,41057,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5,,24.63
3097,Maruti Wagon R LXI CNG,Maputo,2032,92000,CNG,Manual,Second,26.2 km/kg,998 CC,58.2 bhp,5,,3
3098,Ford EcoSport 1.5 TDCi Trend Plus,Lilongwe,2036,20000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,,7.9
3099,Hyundai i20 1.2 Magna,Johannesburg,2031,52359,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,3.25
3100,Honda City i VTEC V,Nairobi,2036,17000,Petrol,Manual,Second,17.8 kmpl,1497 CC,117.3 bhp,5,,8.25
3101,Nissan Micra Diesel XV,Lusaka,2031,39002,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,,2.85
3102,Ford Figo Diesel EXI,Maputo,2030,129986,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,,3.2
3103,Nissan Micra XL,Lusaka,2033,45000,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5,,1.75
3104,Maruti Swift VDI BSIV,Lusaka,2033,41300,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,3.38
3105,Honda Accord 2.4 MT,Durban,2029,82002,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5,,5.75
3106,Skoda Superb Elegance 1.8 TSI AT,Johannesburg,2030,67000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,4.7
3107,Maruti Omni 8 Seater BSIV,Dodoma,2037,21260,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,2.9
3108,Hyundai i20 Magna Optional 1.4 CRDi,Durban,2032,55362,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,,4.25
3109,Hyundai Creta 1.6 CRDi AT SX Plus,Lilongwe,2037,13000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,,14.5
3110,Maruti Swift VDI BSIV,Gaborone,2036,45725,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.34
3111,Maruti Swift LDI BSIV,Arusha,2034,105000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,3.85
3112,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Dodoma,2029,156056,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,,8.5
3113,Hyundai Xcent 1.1 CRDi Base,Johannesburg,2036,135000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,4.2
3114,Maruti Ertiga Paseo VDI,Nairobi,2036,67000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.7 bhp,7,,6.75
3115,Ford Endeavour 3.2 Trend AT 4X4,Arusha,2036,90000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7,,26
3116,Hyundai i20 1.4 Sportz,Harare,2039,32251,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,8.61
3117,Maruti Zen Estilo LXI BS IV,Johannesburg,2029,47000,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5,,1.46
3118,Maruti Ritz VDi,Johannesburg,2031,75308,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,,2.8
3119,Maruti Alto K10 LXI CNG Optional,Gaborone,2038,44202,CNG,Manual,First,32.26 km/kg,998 CC,58.2 bhp,4,4.66 River,4
3120,Honda City 1.5 S MT,Johannesburg,2034,58000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,5.47
3121,Maruti Swift Dzire ZXi,Johannesburg,2029,60000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,2.45
3122,BMW X1 sDrive 20d Sportline,Dodoma,2034,45000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,,21.5
3123,Tata Manza Aqua Safire,Johannesburg,2030,41195,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,5,,1.38
3124,Mahindra XUV500 W10 2WD,Lilongwe,2036,89000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,13.5
3125,Hyundai i10 Sportz AT,Kigali,2029,60510,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,5,,3.1
3126,Maruti Baleno Sigma 1.2,Johannesburg,2036,8500,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,5.49
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,Gaborone,2037,35981,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.29 River,9.51
3128,Ford Figo Petrol ZXI,Johannesburg,2032,23152,Petrol,Manual,First,15.6 kmpl,1196 CC,70.02 bhp,5,,2.39
3129,Maruti Wagon R CNG LXI,Nairobi,2034,74663,CNG,Manual,First,33.54 km/kg,998 CC,67.04 bhp,5,5.35 River,3.25
3130,Volkswagen Vento Sport 1.2 TSI AT,Johannesburg,2034,61529,Petrol,Automatic,First,18.19 kmpl,1197 CC,103.5 bhp,5,,5.65
3131,Mahindra Xylo D2 BS III,Durban,2030,91596,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,,1.85
3132,Porsche Cayenne Base,Gaborone,2039,14298,Petrol,Automatic,First,13.33 kmpl,2995 CC,340 bhp,5,1.36 Lk,2.02
3133,Maruti Swift Dzire VDi,Dodoma,2033,83327,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,5.8
3134,Volkswagen Polo 1.2 MPI Highline Plus,Dodoma,2037,22857,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,,6.9
3135,Hyundai Verna 1.6 VTVT,Lilongwe,2033,34620,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,,5.35
3136,Hyundai i10 Era 1.1,Kigali,2030,56000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,2.85
3137,Mercedes-Benz E-Class E250 CDI Launch Edition,Lilongwe,2034,81000,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,,22.75
3138,Maruti Zen LXI,Arusha,2018,95150,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,,0.45
3139,Hyundai i10 Sportz,Harare,2033,32776,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,4.64
3140,Honda Amaze S i-Dtech,Harare,2036,51587,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.27
3141,Tata Safari Storme VX,Arusha,2036,36000,Diesel,Manual,First,14.1 kmpl,2179 CC,148 bhp,7,,10
3142,Honda Brio 1.2 S MT,Johannesburg,2035,22000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,6.23 River,3.95
3143,Hyundai i20 Asta,Gaborone,2030,30754,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,3.38
3144,Volkswagen Jetta 2012-2014 1.4 TSI,Harare,2038,37109,Petrol,Manual,First,14.69 kmpl,1390 CC,120.33 bhp,5,,16.8
3145,Honda Jazz Select Edition,Lusaka,2030,45000,Petrol,Manual,First,16.7 kmpl,1198 CC,88.8 bhp,5,,1.99
3146,Hyundai Grand i10 Sportz,Harare,2037,33284,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.84
3147,Jaguar XF Diesel,Harare,2036,55115,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,,36.15
3148,Jaguar XF 2.2 Litre Luxury,Lusaka,2034,18000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,,25.7
3149,Mahindra XUV500 W8 2WD,Harare,2033,130790,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,9.24
3150,Maruti S Cross DDiS 320 Alpha,Nairobi,2035,16607,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,,7.65
3151,Audi A4 2.0 TDI 177 Bhp Premium Plus,Harare,2035,32205,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,25.31
3152,Renault Duster 110PS Diesel RxZ,Nairobi,2033,67000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,4.75
3153,Maruti Swift Dzire VXI,Harare,2034,57676,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,6.69
3154,Volkswagen Polo Petrol Trendline 1.2L,Johannesburg,2032,41000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.1
3155,Maruti Omni 8 Seater BSII,Arusha,2032,65000,Petrol,Manual,First,19.7 kmpl,796 CC,35 bhp,8,,1.55
3156,Hyundai Grand i10 1.2 Kappa Magna AT,Harare,2039,12153,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.98 River,6.84
3157,Tata Nano Twist XT,Dodoma,2034,16810,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,,1.6
3158,Audi A4 30 TFSI Premium Plus,Gaborone,2037,61221,Petrol,Automatic,First,17.84 kmpl,1395 CC,147.51 bhp,5,47.16 River,21.73
3159,Volkswagen Polo 1.2 MPI Highline,Johannesburg,2035,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,4.75
3160,Maruti Alto 800 LXI,Lilongwe,2035,63714,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.45
3161,Mini Cooper 5 DOOR D,Gaborone,2039,14857,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5,41.98 River,31.55
3162,Audi A4 New 2.0 TDI Multitronic,Nairobi,2032,69000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5,,10.25
3163,Ford Endeavour Titanium 4X2,Harare,2039,14648,Diesel,Manual,First,12.62 kmpl,2198 CC,158 bhp,7,35.29 River,27.36
3164,Ford Ecosport 1.5 Ti VCT MT Titanium,Dodoma,2033,100000,Petrol,Manual,Second,15.8 kmpl,1499 CC,110 bhp,5,,6.5
3165,Hyundai Grand i10 Magna,Arusha,2036,22000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.25
3166,Chevrolet Sail 1.2 LS,Johannesburg,2034,10000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5,,5.5
3167,Maruti Swift Dzire LXI,Lusaka,2035,107000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,,4
3168,Tata Zest Revotron 1.2T XM,Gaborone,2037,48198,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,7.63 River,4.65
3169,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Nairobi,2035,15000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,,28.5
3170,Chevrolet Cruze LTZ,Harare,2034,80073,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5,,7.11
3171,Maruti Ritz VDi,Dodoma,2033,85388,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.9
3172,Hyundai Grand i10 1.2 Kappa Sportz Option,Arusha,2037,14700,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,,5.6
3173,Maruti Dzire LDI,Maputo,2032,150000,Diesel,Manual,Third,28.4 kmpl,1248 CC,73.75 bhp,5,7.91 River,2.25
3174,Hyundai Verna 1.6 SX,Lusaka,2031,34994,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,3.9
3175,Jaguar XF Diesel,Harare,2034,82536,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,,28.63
3176,Skoda Superb Elegance 1.8 TSI AT,Nairobi,2033,82000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,7.25
3177,Maruti Wagon R LXI,Maputo,2026,52000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,2
3178,Volkswagen Polo Petrol Highline 1.2L,Johannesburg,2031,20000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.5
3179,Honda Civic 2010-2013 1.8 S MT,Dodoma,2031,55000,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5,,5
3180,Maruti Eeco CNG 5 Seater AC,Durban,2035,47001,CNG,Manual,First,20.0 km/kg,1196 CC,63 bhp,5,5.36 River,3.72
3181,Maruti Wagon R VXI,Lilongwe,2034,52000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.51 River,3.45
3182,Maruti Swift Dzire VDI,Lusaka,2033,43284,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.5
3183,Hyundai Creta 1.6 SX Plus Petrol Automatic,Harare,2038,23875,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5,,14.36
3184,Hyundai Grand i10 Asta,Kigali,2036,51866,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.5
3185,Nissan Micra Diesel XV Premium,Johannesburg,2033,69000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,,3
3186,Hyundai Grand i10 1.2 Kappa Asta,Harare,2037,62788,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,8.1 River,6.08
3187,Volkswagen Vento Diesel Highline,Lilongwe,2033,150000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,,5
3188,Toyota Fortuner 4x2 AT,Gaborone,2035,47566,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,,20.25
3189,Hyundai Santro GS zipDrive - Euro II,Lilongwe,2022,67000,Petrol,Manual,Third,0.0 kmpl,999 CC,null bhp,5,,1.2
3190,Toyota Innova Crysta 2.8 GX AT,Maputo,2038,20300,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,20.97 River,18
3191,Mercedes-Benz A Class A180 CDI,Maputo,2035,48300,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5,,17.5
3192,Hyundai EON D Lite,Maputo,2033,30000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.1
3193,Hyundai Elantra CRDi SX,Kigali,2032,36000,Diesel,Manual,Second,22.7 kmpl,1582 CC,126.24 bhp,5,,7.5
3194,Mini Cooper 3 DOOR D,Gaborone,2035,27641,Diesel,Automatic,Second,20.7 kmpl,1496 CC,113.98 bhp,4,34.89 River,24.77
3195,Renault Duster 110PS Diesel RXZ Option,Kigali,2035,60000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,,8.65
3196,Ford Endeavour 3.2 Titanium AT 4X4,Lilongwe,2039,9000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,,35.5
3197,Toyota Corolla Altis GL MT,Nairobi,2034,60750,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,,10.5
3198,Mahindra XUV500 W7,Nairobi,2038,9000,Diesel,Manual,First,14.0 kmpl,2179 CC,155 bhp,7,16.4 River,13
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,Lusaka,2032,41100,Diesel,Automatic,First,16.77 kmpl,2993 CC,261.49 bhp,5,1.66 Lk,26.5
3200,Maruti Wagon R LX BSIII,Durban,2024,60000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,1.4
3201,Honda City i VTEC SV,Gaborone,2037,38424,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,,7.51
3202,Maruti Swift VDI,Nairobi,2034,50000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.3
3203,Honda City i-VTEC CVT VX,Johannesburg,2035,19000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,15.29 River,8.95
3204,Maruti Ertiga VDI,Gaborone,2035,58734,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,6.91
3205,Renault Duster 110PS Diesel RxZ,Harare,2036,65257,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,9.75
3206,Maruti Swift Dzire VDi,Arusha,2030,130000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,,4
3207,Maruti Ritz VDi,Dodoma,2031,79000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.65
3208,Mahindra XUV500 W8 4WD,Lilongwe,2033,78000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,10.75
3209,Honda Brio S MT,Gaborone,2035,49133,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.51
3210,Mercedes-Benz M-Class ML 350 4Matic,Harare,2036,22769,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5,,49.22
3211,Tata Manza Club Class Quadrajet90 LS,Harare,2034,54448,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5,,3.7
3212,Toyota Innova 2.5 V Diesel 7-seater,Dodoma,2034,158793,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,,12.99
3213,Maruti Swift VXI,Nairobi,2035,62088,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.15
3214,Hyundai Verna 1.6 EX VTVT,Lusaka,2032,14800,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,4.4
3215,Honda Mobilio S i VTEC,Lusaka,2035,26000,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7,,4.25
3216,Honda Amaze S i-Vtech,Johannesburg,2037,32005,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.25
3217,Honda City i-VTEC CVT VX,Arusha,2037,35000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,14.67 River,7.7
3218,Land Rover Range Rover 2.2L Dynamic,Maputo,2035,52000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,,39.75
3219,Honda City i-VTEC V,Johannesburg,2037,11000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,12.57 River,8.5
3220,Mercedes-Benz E-Class 280 Elegance,Arusha,2028,62000,Petrol,Automatic,First,9.5 kmpl,2997 CC,231.1 bhp,5,,7
3221,Ford Ikon 1.3 Flair,Lilongwe,2022,65134,Petrol,Manual,Third,13.8 kmpl,1299 CC,70 bhp,5,,0.8
3222,Toyota Fortuner 4x2 Manual,Nairobi,2033,71000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,,15.25
3223,Maruti A-Star Vxi,Dodoma,2028,51366,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.25
3224,Tata Sumo EX,Lusaka,2036,46300,Diesel,Manual,First,14.07 kmpl,1948 CC,83.1 bhp,7,,4.85
3225,Honda City V AT,Harare,2032,60908,Petrol,Automatic,Second,15.6 kmpl,1497 CC,116.3 bhp,5,,6.42
3226,Nissan Micra XV D,Lilongwe,2032,93450,Diesel,Manual,Second,23.19 kmpl,1461 CC,63.12 bhp,5,9.48 River,2.5
3227,Hyundai Verna SX CRDi AT,Dodoma,2031,104000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5,,5.75
3228,Maruti 800 Std,Maputo,2023,52000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,,0.5
3229,Mahindra XUV500 W8 4WD,Harare,2035,42999,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,11.52
3230,Maruti SX4 VDI,Nairobi,2034,90000,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,5,,4.5
3231,Hyundai i20 Sportz AT 1.4,Kigali,2033,72000,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,,4.75
3232,Hyundai Creta 1.6 CRDi SX,Harare,2039,54321,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,13.54
3233,Mercedes-Benz E-Class E250 CDI Avantgrade,Gaborone,2035,59630,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5,,23.41
3234,Toyota Fortuner 4x2 AT,Dodoma,2033,116000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7,,19.25
3235,Volvo S60 D4 KINETIC,Durban,2035,34000,Diesel,Automatic,First,9.0 kmpl,1984 CC,181 bhp,5,,20
3236,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Nairobi,2031,70000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,,13
3237,Honda Accord 2.4 Elegance M/T,Lilongwe,2030,80000,Petrol,Manual,First,10.2 kmpl,2354 CC,180 bhp,5,,3.99
3238,Honda Amaze S i-Dtech,Maputo,2035,110000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.65
3239,Maruti Dzire ZDI,Durban,2033,56454,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,8.95 River,4.65
3240,Maruti Swift LXI,Lusaka,2033,60000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,3.15
3241,Toyota Corolla Altis G HV AT,Nairobi,2033,56000,Petrol,Automatic,First,14.53 kmpl,1798 CC,138.1 bhp,5,,8.25
3242,Land Rover Range Rover Vogue SE 4.4 SDV8,Kigali,2032,63000,Diesel,Automatic,Second,11.49 kmpl,4367 CC,335.3 bhp,5,,65
3243,Maruti Swift VDI,Lilongwe,2032,63000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.5
3244,Jeep Compass 2.0 Limited Option 4X4,Lusaka,2037,15050,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5,23.19 River,17.5
